file,$Unique,name,$Subtitle,$CardClass,$CardClass2,$CardClass3,$ResourceCost,$Level,$Slot,$Slot2,$Stamina,$Sanity,$Skill1,$Skill2,$Skill3,$Skill4,$Skill5,$Skill6,$Copyright,$Traits,$Rules,$Flavor,$Victory,portSource,portScale,portX,portY,$Artist,$Collection,$CollectionNumber
金錢萬能 [Rogue][event],,金錢萬能,,Rogue,None,None,0,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",恩惠. 局勢.,"快速。在你發起技能檢定時打出。
這次檢定不是其標示的技能類型(<wil>、<int>、<com>或<agi>)，而是改為資源技能檢定。這次檢定你的基礎技能值等於你的資源池中的資源數目的一半(向下取整數)。","
錢買不來幸福，但你可以買到除此之外的一切好東西。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05029.png,1.25,0,118,Robert Laskey,TheCircleUndone,29
否決存在 [Mystic][event],,否決存在,,Mystic,None,None,0,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",法術. 悖論.,"快速。在遭遇卡或一名敵人攻擊將會導致你執行以下一項(選擇一項)時打出：丟棄手牌、失去資源、失去行動、受到傷害或受到恐懼。
你忽略該效果的影響。<i>(其它效果正常結算。)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05032.png,1.25,0,118,Ilich Henriquez,TheCircleUndone,32
恐怖靈感 [Mystic][event],,恐怖靈感,,Mystic,None,None,0,0,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",法術. 勇氣.,"快速。在你將要結算一張<mys>卡牌的效果，且該效果在抽出<sku>、<cul>、<tab>、<mon>或<ten>符號時、如果抽出或在抽出後觸發時打出。<i>(FAQ, v1.5)</i>
取消該效果，或額外結算一次該效果。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05033.png,1.25,0,118,Rafał Hrynkiewicz,TheCircleUndone,33
絕望之舉 [Survivor][event],,絕望之舉,,Survivor,None,None,0,0,None,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",策略. 局勢.,"作為打出絕望之舉的額外費用，從你手牌或遊戲區域選擇並丟棄一張佔用至少1個手部槽位的<b><i>道具</i></b>支援卡。
<b>攻擊</b>。你這次攻擊+X<com>並造成+1傷害，X為所選支援卡的打印資源 費用。如果你成功且該支援卡是從你的遊戲區域中丟棄的，獲得X資源。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05037.png,1.25,0,118,Joshua Cairós,TheCircleUndone,37
水落石出 [Seeker][event],,水落石出,,Seeker,None,None,0,0,None,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",洞察.,"快速。在一位調查員發現你所在地點的最後一個線索後打出。
位於該地點的調查員獲得總計X資源，由你自行分配，X為該地點的隱藏值。","
""……當你排除掉一切不可能的情況後，不論剩下的有多不可思議，都一定是真相。""<cite>亞瑟·柯南·道爾《白化士兵》</cite>",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05110.png,1.25,0,118,Greg Bobrowski,TheCircleUndone,110
情報報告 [Rogue][event],,情報報告,,Rogue,None,None,2,0,None,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",恩惠. 服務.,"發現你所在地點的1個線索。
<rea>在你打出情報報告時，提升其費用2點：將""發現……的1個線索""變為""發現……的2個線索。""
<rea>在你打出情報報告時，提升其費用2點：將""你所在地點""變為""1個與你所在地點之間連接次數不超過2的地點""","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05111.png,1.25,0,118,Alexandre Dainche,TheCircleUndone,111
驅除 (1) [Mystic][event],,驅除,,Mystic,None,None,2,1,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",法術.,<b>躲避</b>。僅可對非<b><i>精英</i></b>敵人使用。這次躲避嘗試不使用<agi>，改為使用<wil>。如果你成功，將剛剛躲避的敵人移動到場上任意一個地點。如果你成功，且這次躲避嘗試期間抽出<sku>、<cul>、<tab>或<mon>符號，該敵人在下一個補給階段中不準備。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05113.png,1.25,0,118,Stephen Somers,TheCircleUndone,113
鳴槍示警 [Guardian][event],,鳴槍示警,,Guardian,None,None,2,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",策略. 技巧.,"作為打出鳴槍示警的額外費用，花費你控制的1張<b><i>槍械</i></b>支援卡的1子彈。
移動你所在地點所有非<b><i>精英</i></b>敵人到一個連接地點。此行動不會引起趁亂攻擊。","
""退後！""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05229.png,1.25,0,118,Borja Pindado,TheCircleUndone,229
瞄準鏡 (3) [Guardian][event],,瞄準鏡,,Guardian,None,None,3,3,None,None,None,None,Agility,Combat,Intellect,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 升級.,"快速。疊加到你控制的一張佔用2個手部槽位的<b><i>槍械</i></b>支援卡。被疊加支援卡不能被用來攻擊與你交戰的敵人。
<rea>在你使用被疊加的支援卡執行<b>攻擊</b>行動時，如果你未與敵人交戰，消耗瞄準鏡：這次攻擊可以選擇位於一個連接地點的一名非<b><i>精英</i></b>敵人作為目標。這次攻擊忽略冷漠和反擊關鍵詞。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05230.png,1.25,0,118,Tiziano Baracchi,TheCircleUndone,230
知識就是力量 [Seeker][event],,知識就是力量,,Seeker,None,None,0,0,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",洞察.,"快速。只能在你回合中打出。
選擇你控制的一張<b><i>書籍</i></b>或<b><i>法術</i></b>支援卡，或揭示你手牌裡的一張<b><i>書籍</i></b>或<b><i>法術</i></b>支援卡。結算該支援卡上的一項<act>或<fre>能力，忽略所有費用<i>(包括其<act>費用)</i>。然後，如果該支援卡是從你的手牌裡揭示的，你可以將其丟棄來抽取1張卡牌。","
……這股力量也會墮落。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05231.png,1.25,0,118,Michal Milkowski,TheCircleUndone,231
誘敵 [Rogue][event],,誘敵,,Rogue,None,None,2,0,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",恩惠. 服務.,"<b>躲避</b>。自動躲避你所在地點的一名非<b><i>精英</i></b>敵人。
<rea>在你打出誘敵時，提升其費用2點：將""一名非<b><i>精英</i></b>敵人""變為""最多2名非<b><i>精英</i></b>敵人""。
<rea>在你打出誘敵時，提升其費用2點：將""你所在地點""變為""1個與你所在地點之間連接次數不超過2的地點。""","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05234.png,1.25,0,118,Tim Tsang,TheCircleUndone,234
幸運或是注定 (2) [Survivor][event],,幸運或是注定,,Survivor,None,None,2,2,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",幸運. 祝福.,"快速。在毀滅標記將被放置到任何一張冒險卡上時打出。
每場遊戲最多1次。
取消剛要被放置到該卡牌上的1個毀滅標記。放逐幸運或是注定。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05237.png,1.25,0,118,Joshua Cairós,TheCircleUndone,237
妥善養護 (1) [Guardian][event],,妥善養護,,Guardian,None,None,0,1,None,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",升級.,"快速。只能在你回合中打出。
疊加到你控制的一張<b><i>道具</i></b>支援卡。每張支援卡限制1張。
<rea>在被疊加的支援卡被丟棄後：將其返回其所有者手牌，疊加到該支援卡的每張其它<b><i>升級</i></b>卡也返回各自所有者的手牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05152.png,1.25,0,118,John Pacer,TheCircleUndone,152
反應靈敏 [Rogue][event],,反應靈敏,,Rogue,None,None,2,0,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",局勢.,"快速。在任意調查員的回合中(不含行動中)打出。
立刻進行一個行動，如同在你的回合。這個行動不計入你每回合可進行的行動數。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05156.png,1.25,0,118,Miguel Coimbra,TheCircleUndone,156
勇闖虎穴 [Survivor][event],,勇闖虎穴,,Survivor,None,None,1,0,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",局勢. 技巧.,"快速。在你成功躲避一名敵人並超過難度至少2點後打出。
發現該敵人所在地點的1個線索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05160.png,1.25,0,118,Stephen Somers,TheCircleUndone,160
熟能生巧 [Seeker][event],,熟能生巧,,Seeker,None,None,1,0,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",局勢. 策略.,"快速。在你所在地點的技能檢定中打出。
在你的牌堆頂部9張卡牌中查找一張<b><i>精通</i></b>技能卡，並將其投入這次技能檢定(如可能)。將其餘卡牌混洗回你的牌堆。在這次檢定結束後，如果檢定成功，不將該技能卡丟棄，改為將其加入你的手牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06197.png,1.25,0,118,Romana Kendelic,TheDreamEaters,197
海量研究 (1) [Seeker][event],,海量研究,,Seeker,None,None,10,1,None,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",洞察.,"你每有1張其它手牌，降低海量研究的打出費用1點。
發現你所在地點的2個線索。","
""這兒也沒發現。我們還差多少沒查？""
""……瞧瞧你背後這面牆？""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06198.png,1.25,0,118,Andreia Ugrai,TheDreamEaters,198
幽靈利刃 [Mystic][event],,幽靈利刃,,Mystic,None,None,2,0,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",法術.,<b>攻擊</b>。將你的<wil>值加入這次攻擊的技能值。在這次攻擊前，你可以立即與被攻擊的敵人交戰。這次攻擊造成+1傷害(如果該敵人為非<b><i>精英</i></b>，改為+2傷害)。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06201.png,1.25,0,118,Pavel Kolomeyets,TheDreamEaters,201
命令真言 (2) [Mystic][event],,命令真言,,Mystic,None,None,2,2,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",法術.,聲名一張<b><i>法術</i></b>卡牌。在你的牌堆中查並抽取1張聲名的卡牌。混洗你的牌堆。,"
為明視野，要有光。
為暖體膚，要有熱。
為救靈魂，要有火。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06202.png,1.25,0,118,Andreas Zafiratos,TheDreamEaters,202
清醒夢 (2) [Neutral][event],,清醒夢,,Neutral,None,None,1,2,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",法術.,選擇你遊戲區域的一張卡牌，或揭示你的一張手牌。在你的牌堆中查找並抽取另一張該卡牌的同名卡牌。混洗你的牌堆。,"
""……所有這些生命都僅僅只是大腦的一串圖像，這些圖像不管是來自真實，還是來自內在夢境，他們之間並無區別……""
——H. P. 洛夫克拉夫特《銀鑰匙》",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06205.png,1.25,0,118,Romana Kendelic,TheDreamEaters,205
英勇救援 (2) [Guardian][event],,英勇救援,,Guardian,None,None,0,2,None,None,None,None,Agility,Combat,Willpower,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣. 策略.,"快速。在一名非<b><i>精英</i></b>敵人將要攻擊你所在地點或連接地點的另一位調查員時打出。
如果你此時不在該地點，移動到那裡。該敵人改為與你交戰，並對你結算該次攻擊。然後，對其造成1點傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06234.png,1.25,0,118,Cynthia Sheppard,TheDreamEaters,234
希望微光 [Survivor][event],,希望微光,,Survivor,None,None,1,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",祝福. 幸運.,"多重。
只能從你的棄牌堆打出希望微光。
將你棄牌堆中所有希望微光加入你的手牌<i>(包括本卡牌)</i>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06245.png,1.25,0,118,Jason Caffoe,TheDreamEaters,245
頭班守夜 [Guardian][event],,頭班守夜,,Guardian,None,None,1,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",策略.,"快速。在神話階段的""抽取遭遇卡""步驟將要開始時打出。
不結算該步驟，改為查看遭遇牌堆頂部X張卡牌，其中X等於調查員人數。在任意調查員之間分發那些卡牌，你以外的每位調查員最多分發1張卡牌。然後，每位調查員依序抽取分發給他們的卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06110.png,1.25,0,118,Matt Bradbury,TheDreamEaters,110
跟蹤 [Rogue][event],,跟蹤,,Rogue,None,None,2,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",策略.,<b>調查</b>。選擇你所在地點的一名敵人。所選敵人上每有1點傷害，這次調查你+1<int>(最多+5<int>)。如果你成功，在此地點發現額外1個線索。此行動不會引起所選敵人的趁亂攻擊。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06114.png,1.25,0,118,Joshua Cairós,TheDreamEaters,114
解讀秘符 [Mystic][event],,解讀秘符,,Mystic,None,None,2,0,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",法術.,<b>調查</b>。將你的<wil>值加入你這次調查的技能值。你可以忽略在這次調查中將在你所在地點觸發的任意效果或關鍵詞。如果你成功，在此地點發現額外1個線索。,"
可怕的未來就在你眼前。
你是要轉頭就跑，還是對它敞開胸懷？",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06117.png,1.25,0,118,Ilich Henriquez,TheDreamEaters,117
駭人真相 [Seeker][event],,駭人真相,,Seeker,None,None,-,0,None,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",研究.,"多重。
不能打出駭人真相。
<rea>在你查找你的牌堆時若駭人真相在被查找卡牌中，將其丟棄：獲得2資源或在你控制的支援卡上放置1秘密。(每次查找最多使用一次<b><i>研究</i></b>能力。)","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06023.png,1.25,0,118,Aleksander Karcz,TheDreamEaters,23
冤大頭 (1) [Rogue][event],,冤大頭,,Rogue,None,None,0,1,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",技巧.,"多重。
獲得2資源並抽取1張卡牌。
<rea>在你打出冤大頭後：從你手牌中免費打出另一張冤大頭。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06026.png,1.25,0,118,Matt Bradbury,TheDreamEaters,26
仰望星空 (1) [Mystic][event],,仰望星空,,Mystic,None,None,0,1,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",洞察. 預言.,"每場遊戲最多兩次。
遭遇牌堆有10張以上卡牌時才能打出。
在你的綁定卡牌中查找1張群星正確之時，並將其混洗入遭遇牌堆頂部10張卡牌中。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06027.png,1.25,0,118,Adam S. Doyle,TheDreamEaters,27
群星正確之時 [Mystic][event],,群星正確之時,,Mystic,None,None,-,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",預言.,"綁定(仰望星空)。
<b>顯現</b> - 將群星正確之時移出遊戲。選擇一位調查員。該調查員抽取1張卡牌，獲得1資源，並且可以立即進行一次行動，如同在自己回合(本行動不計入該調查員每回合可進行的行動數)。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06028.png,1.25,0,118,Katy Grierson,TheDreamEaters,28
開啟大門 [Mystic][event],,開啟大門,,Mystic,None,None,1,0,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",法術.,"多重。 快速。
只能在你的回合中打出。
疊加到你所在地點。團隊在場上限制3張。
調查員可以在任何2個疊加開啟大門的地點之間移動，如同兩地點連接。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06029.png,1.25,0,118,Dleoblack,TheDreamEaters,29
意外的發現 [Survivor][event],,意外的發現,,Survivor,None,None,X,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",幸運. 洞察.,"多重。
X為你棄牌堆中其餘的意外的發現張數。
<b>調查</b>。這次調查你+X<int>。如果你成功，額外發現你所在地點的X個線索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06034.png,1.25,0,118,Derek D. Edgell,TheDreamEaters,34
吃一塹…… (1) [Guardian][event],,"""吃一塹……""",,Guardian,None,None,1,1,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",洞察. 策略.,"快速。在你結算一張詭計卡的任何效果後，將要丟棄該卡牌時打出。
將""吃一塹……""放置入你的遊戲區域，並疊加該詭計卡到其上。
<rea>在任一調查員抽取到一張與疊加的詭計卡同名的卡牌時，丟棄""吃一塹……""：取消該卡牌的顯現效果。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06156.png,1.25,0,118,Patrick McEvoy,TheDreamEaters,156
讓上帝分辨去吧…… [Rogue][event],,"""讓上帝分辨去吧……""",,Rogue,None,None,0,0,None,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",策略. 定命.,"只能在你擊敗了總計生命值至少6點的敵人的回合中打出。
將""讓上帝分辨去吧……""加入勝利牌區，並立即結束你的回合。在這場冒險結局中獲得經驗值時，你獲得額外1點經驗值。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06160.png,1.25,0,118,Matthew Cowdery,TheDreamEaters,160
